feature_id	bikelane_length_km	mway_length_km	roads_km	slope	sndi	wt_density	density	pop	sndi_cars	sndi_difference
0x14fdd350ea3dffa3:0x68343b437a6173d8	0.0	0.0	663.965	1.3290704099842945	1.530092197959136	6152.679241658855	2389.638904426323	117092.30631688982	1.6138561242942986	0.08376392633516261
0x85cfde45607018e1:0xf4807fb93d5ea559	0.0	0.0	111.057	2.8092443477455062	4.279882681392531	3435.4492036106462	3110.3451836943213	27993.10665324889	4.554864505751726	0.2749818243591955
0x3be1b3b81e7c4567:0xa361cd0738da57a	0.0	0.0	17.164	0.5777719228493946	5.143769656119885	6785.289741689692	2148.3948119680085	25780.737743616104	5.143746792328834	-2.2863791051541682e-05
0xda7179fbbf16145:0xba9a62af2efbf195	0.0	0.0	129.926	1.2262142069474624	1.5134840965641692	14389.112157579855	9143.39186411798	45716.9593205899	1.5258460447833715	0.012361948219202334
0x3a52bc2d60d615b1:0x82ed0176fa1df9c	0.0	0.0	200.101	0.6535513123029317	4.172276868593428	11924.784678762857	3267.905681685294	169931.09544763528	4.393351679693744	0.22107481110031557
0x3bcd13854e840771:0xd4c36c790c3cb895	0.0	0.0	122.259	1.0668720187125158	2.797602803147618	14598.665596850587	12657.034633237869	113913.31169914082	2.9357050907396065	0.1381022875919884
0x3244f9136ec0e13b:0x619f0d68b3ef409e	0.0	0.0	94.121	8.452258609637468	4.16505090112534	734.2508091447296	327.9814608613758	37717.86799905822	6.646449795988017	2.4813988948626777
0x3b07e61260618ea9:0xa32246df89d45c07	0.0	0.0	138.024	2.0181196577030738	4.862583389273039	5765.494777489716	3229.1617006082897	74270.71911399066	5.020204865939035	0.15762147666599624
0x37464f19aa075431:0x2702f19e786ff7fb	0.0	0.0	66.485	20.864155988373824	7.998266644192222	15015.287689247694	7334.516848987667	58676.134791901335	7.999054783649479	0.0007881394572564204
0x40e0598721147117:0x30a40119b0d7418	0.0	0.0	317.67	3.951520504594053	2.6797430090246683	2898.95093034801	1148.0657469290463	51662.95861180709	3.1247471327344414	0.44500412370977305
0x390c6a4b3e8f9ff1:0x63a40e546e90d100	0.0	0.0	46.763	0.4817457684448787	1.5326690399104987	21809.278215930743	14625.770154184847	73128.85077092424	1.5324552492012795	-0.00021379070921923038
0x32543494f55176a1:0xcbcea1ec746f9a28	0.0	0.0	234.72	7.899061258871683	4.4811401795960215	2622.6624491505822	436.597694831704	80770.57354386523	4.748632022419372	0.26749184282335037
0x17720e1410740db7:0x43bc308aa932cd2f	0.0	0.0	97.8	2.137715603182982	2.504833097559804	3848.216668632739	3148.637471483167	37783.649657798	2.913723140719859	0.40889004316005506
0x3b050080df34bef5:0x814b97ea6ff26c12	0.0	0.0	41.009	1.9194480142923016	6.079666334374832	14185.899806480316	5801.84273716836	75423.95558318868	6.07952140030187	-0.0001449340729626769
0x399d4ca2d7d79261:0xda9016fcd37456f	0.0	0.0	53.352	1.6223127517120537	3.7985284414969183	11919.267230531392	696.3647143492295	43174.61228965223	3.798368276006988	-0.00016016548993036395
0x1ec6d8401183307b:0xa720ddd4b18e4df7	0.0	0.0	1052.686	2.401933151442352	3.2768683037759416	6150.907992496266	1998.329520652284	355702.6546761065	3.4313213814441905	0.1544530776682489
0x1ef50a0f0f09c353:0x6208a677c0a0f80e	0.0	0.0	160.166	12.196198211409596	4.189281192311788	5151.382507905515	962.3364127930478	50041.49346523848	4.279182602058052	0.08990140974626382
0x8fa0e2e34751040b:0x2631b3acf1783ed9	0.0	0.0	75.624	1.9831596856626368	4.4925667115074965	10690.45063652183	10450.961709596775	52254.80854798388	4.985857241199467	0.4932905296919703
0x3979dac1f304a9f7:0xab77033b09c49de3	0.0	0.0	146.243	1.0960823171406724	5.877111494389477	1788.4347867548793	725.1151757618866	26829.2615031898	5.904488077875088	0.027376583485611228
0x3927cb73d1edc49d:0x721cde39cda10f70	0.0	0.0	96.04	12.8836535526205	7.321162300271434	4013.025444456152	619.4451406071584	37166.7084364295	7.470081407726656	0.14891910745522274
0x3a1d45b699789bf3:0xc5246ba8958bd87	0.0	0.0	83.84	0.563391097624537	4.685830495344976	32457.48278059761	14361.832096221724	100532.82467355208	4.690629404786223	0.004798909441246835
0x3bca0521c97f2409:0x4551d8fd6c7aeef	0.0	0.0	88.605	2.1653465823355047	2.7759377937531373	15357.842006306597	8679.446947838926	86794.46947838925	2.7762865646624366	0.00034877090929930077
0x3ba96f46762f4671:0xd97da6e3d9c7f75e	0.0	0.0	932.833	1.1176278768777477	3.6313086730685473	9693.107773622449	6511.456125064641	540450.8583803652	3.695848147214825	0.0645394741462777
0x3309fe3d88c7adcf:0x292e22aeb1e7ef22	0.0	0.0	101.337	7.315821904060106	6.026805533321238	1702.7162967634306	132.0080125209562	28645.738717047498	6.248946512849512	0.22214097952827405
0x398ee4e6755d1873:0xcc6db8805ef908e0	0.0	0.0	31.312	2.3783717714740256	7.528674465905312	4230.009583244024	2007.7367086214945	32123.78733794391	7.528156767995927	-0.0005176979093848288
0x354515d06b94bd6f:0x9a077f14530259c3	0.0	0.0	727.85	5.5509497292967565	3.1661752836866706	1843.3372687968847	120.40960667034018	33473.87065435457	3.830831450713275	0.6646561670266045
0x39e5ba19cd9aaa45:0x3dd4ee4e18ebede3	0.0	0.0	280.992	0.7442355536270974	3.3495797783857317	1081.779571622243	711.268703890579	41253.58482565358	3.64128193375816	0.29170215537242816
0x3396fec5a357203b:0x65b4d7aa8dc1276f	0.0	0.0	179.387	0.3352968113001001	7.150537373701456	2910.509651811524	1397.852557233824	92258.2687774324	7.511427193337321	0.3608898196358643
0x85d219638c308a05:0xc1c76fdec34cd1d8	0.0	0.0	719.261	5.813805532100185	5.030187374625414	9841.096357574716	7943.621079185304	301857.60100904154	5.247184752610214	0.2169973779848
0x3bbe860f3678c4a1:0x961711e159e04ede	0.0	0.0	142.931	4.563237761557102	5.96041642453174	2792.82468643033	683.5872417547523	49901.86864809692	8.087564759821161	2.127148335289421
0x33900d323ee250ed:0x3b6a79d1a9970baa	0.0	0.0	494.652	12.657270466920547	5.5946767752071285	1146.321610385236	222.4104748638573	64054.21676079091	5.976013155096218	0.3813363798890892
0x33a13d437987f387:0x17f91cdae40b2ee1	0.0	0.0	155.704	3.374541305537407	5.717688956700086	1705.007181107762	345.5291033977491	59431.005784412846	6.706369900351788	0.9886809436517021
0x39667381d35aea05:0x42c8caa932bb6fa1	0.0	0.0	142.142	0.8363586559666712	5.564887751042593	9900.024588951592	3450.6290208947003	144926.4188775774	5.566494466684081	0.0016067156414880657
0x3390022fbecdd569:0xc8485f041245e533	0.0	0.0	294.207	1.8152309782845637	3.153086653492013	3288.217643414836	697.2502169056071	62752.51952150464	3.220053496329137	0.06696684283712395
0x85f63f212ae937b1:0xb8a13527b30330cc	0.0	0.0	166.725	0.8646942274989905	1.948892855756858	3839.5203500790776	3227.143849843841	29044.29464859457	1.95956777877616	0.010674923019302174
0x39eefa85f15311f1:0x8575548a26818428	0.0	0.0	76.091	0.5277650446530833	3.4326759121091195	7342.615087903439	2925.977565417687	35111.730785012245	3.775650550145055	0.34297463803593553
